411833,Bot_9000002 entered interlock with Bot_9000001
413852,Bot_9000002 entered interlock with Bot_9000001
415861,Bot_9000002 entered interlock with Bot_9000001
417870,Bot_9000002 entered interlock with Bot_9000001
419880,Bot_9000002 entered interlock with Bot_9000001
421893,Bot_9000002 entered interlock with Bot_9000001
423906,Bot_9000002 entered interlock with Bot_9000001
425915,Bot_9000002 entered interlock with Bot_9000001
427932,Bot_9000002 entered interlock with Bot_9000001
429948,Bot_9000002 entered interlock with Bot_9000001
431960,Bot_9000002 entered interlock with Bot_9000001
433976,Bot_9000002 entered interlock with Bot_9000001
435991,Bot_9000002 entered interlock with Bot_9000001
437997,Bot_9000002 entered interlock with Bot_9000001
440009,Bot_9000002 entered interlock with Bot_9000001
442025,Bot_9000002 entered interlock with Bot_9000001
444039,Bot_9000002 entered interlock with Bot_9000001
446054,Bot_9000002 entered interlock with Bot_9000001
448064,Bot_9000002 entered interlock with Bot_9000001
450074,Bot_9000002 entered interlock with Bot_9000001
128275,Bot_9000002 entered interlock with Bot_9000001
132276,Bot_9000002 hit Bot_9000001 with kick for 71
136276,Bot_9000002 hit Bot_9000001 with hyperstrike for 185
140279,Bot_9000002 hit Bot_9000001 with hyperkick for 102
144282,Bot_9000002 hit Bot_9000001 with hyperkick for 129
148285,Bot_9000002 hit Bot_9000001 with hyperstrike for 82
152288,Bot_9000002 hit Bot_9000001 with kick for 27
164293,Bot_9000002 hit Bot_9000001 with hyperkick for 203
180300,Bot_9000002 hit Bot_9000001 with hyperkick for 45
196307,Bot_9000002 hit Bot_9000001 with hyperkick for 99
208314,Bot_9000002 hit Bot_9000001 with hyperstrike for 122
216315,Bot_9000002 hit Bot_9000001 with hyperstrike for 86
220317,Bot_9000002 hit Bot_9000001 with hyperkick for 151
228319,Bot_9000002 hit Bot_9000001 with hyperkick for 138
236324,Bot_9000002 hit Bot_9000001 with kick for 33
240325,Bot_9000002 hit Bot_9000001 with hyperstrike for 98
244329,Bot_9000002 hit Bot_9000001 with kick for 39
252333,Bot_9000002 hit Bot_9000001 with kick for 82
256335,Bot_9000002 hit Bot_9000001 with hyperkick for 141
264338,Bot_9000002 hit Bot_9000001 with hyperstrike for 115
288345,Bot_9000002 hit Bot_9000001 with hyperkick for 124
292347,Bot_9000002 hit Bot_9000001 with kick for 47
296351,Bot_9000002 hit Bot_9000001 with hyperkick for 92
304353,Bot_9000002 hit Bot_9000001 with hyperstrike for 37
316359,Bot_9000002 hit Bot_9000001 with hyperkick for 61
324361,Bot_9000002 hit Bot_9000001 with kick for 69
328364,Bot_9000002 hit Bot_9000001 with kick for 47
344373,Bot_9000002 hit Bot_9000001 with kick for 63
348376,Bot_9000001 hit Bot_9000002 with kick for 55
352376,Bot_9000002 hit Bot_9000001 with punch for 34
352376,Bot_9000001 hit Bot_9000002 with kick for 28
356378,Bot_9000002 hit Bot_9000001 with punch for 49
356378,Bot_9000001 hit Bot_9000002 with hyperkick for 125
360382,Bot_9000001 hit Bot_9000002 with hyperstrike for 133
364384,Bot_9000002 hit Bot_9000001 with punch for 63
368387,Bot_9000001 hit Bot_9000002 with kick for 36
372390,Bot_9000001 hit Bot_9000002 with hyperkick for 209
376392,Bot_9000001 hit Bot_9000002 with hyperstrike for 113
380395,Bot_9000001 hit Bot_9000002 with kick for 68
384398,Bot_9000002 hit Bot_9000001 with punch for 33
388398,Bot_9000002 hit Bot_9000001 with kick for 44
392402,Bot_9000002 hit Bot_9000001 with kick for 9
404408,Bot_9000002 hit Bot_9000001 with kick for 6
408412,Bot_9000001 hit Bot_9000002 with kick for 4
